asset,kit,waar_label,alt_label,sport,repeat,ok,model,label,confidence,attributes,polycount_impression,surface_finish,latency_ms,prompt_tokens,beeld_tokens,output_tokens,ruw
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,256,3,1,claude-opus-5,low-poly flat-shaded,0.72,flat-shaded | faceted edges | matte diffuse | untextured solids | chunky primitives,low,"matte, untextured, slight soft shading",6662,25955,99,109,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.72, ""attributes"": [""flat-shaded"", ""faceted edges"", ""matte diffuse"", ""untextured solids"", ""chunky primitives""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, untextured, slight soft shading""}"
C1_bookcase,FantasyProps_glTF_1k,painterly-texture,,512,2,1,claude-opus-5,painterly-texture,0.78,hand-painted wood grain | brushstroke texture | warm brown palette | simple silhouette | baked shading,low,matte hand-painted wood with metal accents,5195,26216,360,110,"{""style_label"": ""painterly-texture"", ""confidence"": 0.78, ""attributes"": [""hand-painted wood grain"", ""brushstroke texture"", ""warm brown palette"", ""simple silhouette"", ""baked shading""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte hand-painted wood with metal accents""}"
A1_chest,kenney_survival-kit,low-poly flat-shaded,,768,1,1,claude-opus-5,low-poly flat-shaded,0.88,faceted-geometry | flat-shading | untextured | simple-forms | game-ready-prop,low,"matte flat solid color, no texture",5540,26639,783,98,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.88,""attributes"":[""faceted-geometry"",""flat-shading"",""untextured"",""simple-forms"",""game-ready-prop""],""polycount_impression"":""low"",""surface_finish"":""matte flat solid color, no texture""}"
B2_armchair,KayKit_Furniture_Bits,stylised PBR,toon-cel,384,2,1,claude-opus-5,stylised PBR,0.82,soft rounded edges | matte diffuse shading | warm orange palette | chunky proportions | clean studio lighting,medium,smooth matte with soft subtle specular rolloff,6753,26051,195,127,"{   ""style_label"": ""stylised PBR"",   ""confidence"": 0.82,   ""attributes"": [""soft rounded edges"", ""matte diffuse shading"", ""warm orange palette"", ""chunky proportions"", ""clean studio lighting""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""smooth matte with soft subtle specular rolloff"" }"
A2_snowman,kenney_holidaykit,low-poly flat-shaded,,512,1,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat shading | minimal palette | untextured | chunky primitives,low,"matte, flat-shaded facets, no texture detail",5420,26216,360,101,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.93,""attributes"":[""faceted geometry"",""flat shading"",""minimal palette"",""untextured"",""chunky primitives""],""polycount_impression"":""low"",""surface_finish"":""matte, flat-shaded facets, no texture detail""}"
B2_armchair,KayKit_Furniture_Bits,stylised PBR,toon-cel,512,3,1,claude-opus-5,stylised PBR,0.82,soft-rounded edges | matte gradient shading | chunky proportions | clean studio lighting | saturated orange palette,medium,"smooth matte plastic, subtle soft highlights",5838,26216,360,109,"{""style_label"":""stylised PBR"",""confidence"":0.82,""attributes"":[""soft-rounded edges"",""matte gradient shading"",""chunky proportions"",""clean studio lighting"",""saturated orange palette""],""polycount_impression"":""medium"",""surface_finish"":""smooth matte plastic, subtle soft highlights""}"
B2_armchair,KayKit_Furniture_Bits,stylised PBR,toon-cel,2576,2,1,claude-opus-5,stylised PBR,0.82,soft rounded edges | chunky proportions | smooth gradient shading | saturated flat colors | clean studio lighting,medium,smooth matte plastic with soft specular falloff,7042,30661,4805,116,"{""style_label"": ""stylised PBR"", ""confidence"": 0.82, ""attributes"": [""soft rounded edges"", ""chunky proportions"", ""smooth gradient shading"", ""saturated flat colors"", ""clean studio lighting""], ""polycount_impression"": ""medium"", ""surface_finish"": ""smooth matte plastic with soft specular falloff""}"
B1_table,KayKit_Dungeon_Pack,stylised PBR,toon-cel,512,1,1,claude-opus-5,low-poly flat-shaded,0.88,faceted geometry | flat matte colors | soft ambient shading | stylised props | clean silhouettes,low,"matte untextured, soft diffuse, no specular highlights",6053,26216,360,128,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.88,   ""attributes"": [""faceted geometry"", ""flat matte colors"", ""soft ambient shading"", ""stylised props"", ""clean silhouettes""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured, soft diffuse, no specular highlights"" }"
C5_tent,nature_kit,painterly-texture,,192,2,1,claude-opus-5,low-poly flat-shaded,0.72,flat matte green | faceted panels | minimal detail | untextured | simple silhouette,low,"matte, non-reflective, uniform diffuse color",4679,25904,48,120,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.72,   ""attributes"": [""flat matte green"", ""faceted panels"", ""minimal detail"", ""untextured"", ""simple silhouette""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte, non-reflective, uniform diffuse color"" }"
A5_cart,Modular Village,low-poly flat-shaded,,512,1,1,claude-opus-5,low-poly flat-shaded,0.93,faceted planes | flat shading | muted beige palette | untextured | isometric game prop,low,"matte diffuse, no specular or texture detail",5231,26216,360,118,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.93,   ""attributes"": [""faceted planes"", ""flat shading"", ""muted beige palette"", ""untextured"", ""isometric game prop""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte diffuse, no specular or texture detail"" }"
B3_cabinet,KayKit_Furniture_Bits,stylised PBR,toon-cel,1092,1,1,claude-opus-5,low-poly flat-shaded,0.88,faceted geometry | flat color blocks | soft gradient shading | chunky proportions | no texture detail,low,"matte, untextured, softly shaded flat facets",5361,27376,1520,114,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.88, ""attributes"": [""faceted geometry"", ""flat color blocks"", ""soft gradient shading"", ""chunky proportions"", ""no texture detail""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, untextured, softly shaded flat facets""}"
C4_stall,FantasyProps_glTF_1k,painterly-texture,,384,3,1,claude-opus-5,stylised PBR,0.72,wood grain texture | soft cloth canopy | muted earth palette | clean bevelled edges | even ambient lighting,medium,matte wood with soft fabric sheen,6407,26051,195,113,"{""style_label"": ""stylised PBR"", ""confidence"": 0.72, ""attributes"": [""wood grain texture"", ""soft cloth canopy"", ""muted earth palette"", ""clean bevelled edges"", ""even ambient lighting""], ""polycount_impression"": ""medium"", ""surface_finish"": ""matte wood with soft fabric sheen""}"
C3_chest,FantasyProps_glTF_1k,painterly-texture,,2576,1,1,claude-opus-5,low-poly flat-shaded,0.73,faceted geometry | chunky bevels | hand-painted wood grain | flat matte shading | game-ready prop,low,"matte, non-reflective, lightly hand-painted",8169,30661,4805,118,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.73, ""attributes"": [""faceted geometry"", ""chunky bevels"", ""hand-painted wood grain"", ""flat matte shading"", ""game-ready prop""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, non-reflective, lightly hand-painted""}"
B2_armchair,KayKit_Furniture_Bits,stylised PBR,toon-cel,256,2,1,claude-opus-5,stylised PBR,0.83,soft-rounded-edges | matte-plastic-shading | warm-orange-palette | clay-render-look | studio-soft-lighting,medium,"smooth matte semi-rough plastic, no texture detail",6713,25955,99,117,"{""style_label"":""stylised PBR"",""confidence"":0.83,""attributes"":[""soft-rounded-edges"",""matte-plastic-shading"",""warm-orange-palette"",""clay-render-look"",""studio-soft-lighting""],""polycount_impression"":""medium"",""surface_finish"":""smooth matte semi-rough plastic, no texture detail""}"
A4_hammerhead,ocean,low-poly flat-shaded,,1092,2,1,claude-opus-5,low-poly flat-shaded,0.95,faceted | flat-shaded | untextured | monochrome-blue | angular-silhouette,low,"matte flat facets, no texture detail",6557,27376,1520,106,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.95, ""attributes"": [""faceted"", ""flat-shaded"", ""untextured"", ""monochrome-blue"", ""angular-silhouette""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte flat facets, no texture detail""}"
C5_tent,nature_kit,painterly-texture,,1092,1,1,claude-opus-5,low-poly flat-shaded,0.72,flat matte fabric | faceted stakes | minimal shading | untextured solid color | simple silhouette,low,"matte, non-reflective, flat diffuse canvas",6515,27376,1520,116,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.72, ""attributes"": [""flat matte fabric"", ""faceted stakes"", ""minimal shading"", ""untextured solid color"", ""simple silhouette""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, non-reflective, flat diffuse canvas""}"
C1_bookcase,FantasyProps_glTF_1k,painterly-texture,,768,3,1,claude-opus-5,painterly-texture,0.78,hand-painted wood grain | brushstroke detail | warm brown palette | stylised metal fittings | soft baked shading,low,"matte hand-painted diffuse, minimal specular",5890,26639,783,109,"{""style_label"":""painterly-texture"",""confidence"":0.78,""attributes"":[""hand-painted wood grain"",""brushstroke detail"",""warm brown palette"",""stylised metal fittings"",""soft baked shading""],""polycount_impression"":""low"",""surface_finish"":""matte hand-painted diffuse, minimal specular""}"
A1_chest,kenney_survival-kit,low-poly flat-shaded,,2576,3,1,claude-opus-5,low-poly flat-shaded,0.92,faceted silhouette | flat matte color | minimal texture detail | chamfered edges | game-ready prop,low,"matte untextured diffuse, no specular highlights",6297,30661,4805,115,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.92, ""attributes"": [""faceted silhouette"", ""flat matte color"", ""minimal texture detail"", ""chamfered edges"", ""game-ready prop""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte untextured diffuse, no specular highlights""}"
B3_cabinet,KayKit_Furniture_Bits,stylised PBR,toon-cel,1568,1,1,claude-opus-5,low-poly flat-shaded,0.82,faceted geometry | flat pastel palette | soft gradient shading | chunky proportions | no texture detail,low,matte untextured with soft gradient shading,5304,28991,3135,112,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.82, ""attributes"": [""faceted geometry"", ""flat pastel palette"", ""soft gradient shading"", ""chunky proportions"", ""no texture detail""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte untextured with soft gradient shading""}"
A4_hammerhead,ocean,low-poly flat-shaded,,1568,2,1,claude-opus-5,low-poly flat-shaded,0.95,faceted | flat-shaded | untextured | single-color | angular-silhouette,low,"matte flat diffuse, no texture detail",5289,28991,3135,96,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.95,""attributes"":[""faceted"",""flat-shaded"",""untextured"",""single-color"",""angular-silhouette""],""polycount_impression"":""low"",""surface_finish"":""matte flat diffuse, no texture detail""}"
C2_cauldron,FantasyProps_glTF_1k,painterly-texture,,2576,3,1,claude-opus-5,low-poly flat-shaded,0.72,faceted silhouette | flat matte shading | sparse texture flecks | game-ready prop | neutral grey palette,low,"matte untextured metal, faint chipped highlights",6010,30661,4805,118,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.72, ""attributes"": [""faceted silhouette"", ""flat matte shading"", ""sparse texture flecks"", ""game-ready prop"", ""neutral grey palette""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte untextured metal, faint chipped highlights""}"
A2_snowman,kenney_holidaykit,low-poly flat-shaded,,768,2,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat shading | minimal palette | chunky silhouette | untextured solids,low,"matte flat-shaded, no texture detail",5313,26639,783,101,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.93,""attributes"":[""faceted geometry"",""flat shading"",""minimal palette"",""chunky silhouette"",""untextured solids""],""polycount_impression"":""low"",""surface_finish"":""matte flat-shaded, no texture detail""}"
A5_cart,Modular Village,low-poly flat-shaded,,1568,3,1,claude-opus-5,low-poly flat-shaded,0.94,faceted geometry | flat shading | untextured | muted beige palette | clean silhouette,low,"matte flat diffuse, no texture or specular",5593,28991,3135,119,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.94,   ""attributes"": [""faceted geometry"", ""flat shading"", ""untextured"", ""muted beige palette"", ""clean silhouette""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte flat diffuse, no texture or specular"" }"
C2_cauldron,FantasyProps_glTF_1k,painterly-texture,,2576,2,1,claude-opus-5,low-poly flat-shaded,0.72,faceted silhouette | untextured grey | matte diffuse | hard rim edges | simple game prop,low,"matte untextured grey, faint painted speckles",6036,30661,4805,104,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.72,""attributes"":[""faceted silhouette"",""untextured grey"",""matte diffuse"",""hard rim edges"",""simple game prop""],""polycount_impression"":""low"",""surface_finish"":""matte untextured grey, faint painted speckles""}"
A4_hammerhead,ocean,low-poly flat-shaded,,1092,3,1,claude-opus-5,low-poly flat-shaded,0.95,faceted | flat-shaded | untextured | monochrome blue-grey | angular silhouette,low,"matte flat facets, no texture maps",4953,27376,1520,107,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.95, ""attributes"": [""faceted"", ""flat-shaded"", ""untextured"", ""monochrome blue-grey"", ""angular silhouette""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte flat facets, no texture maps""}"
A3_birch,Ultimate_Nature_Pack_by_Quaternius,low-poly flat-shaded,,1568,2,1,claude-opus-5,low-poly flat-shaded,0.95,faceted | flat-shaded | angular-silhouette | limited-palette | stylized-foliage,low,"matte untextured flat facets, no specular",6198,28991,3135,101,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.95,""attributes"":[""faceted"",""flat-shaded"",""angular-silhouette"",""limited-palette"",""stylized-foliage""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat facets, no specular""}"
B2_armchair,KayKit_Furniture_Bits,stylised PBR,toon-cel,1568,3,1,claude-opus-5,stylised PBR,0.82,soft-rounded edges | matte diffuse shading | bevelled chamfers | clean studio lighting | saturated flat colors,medium,"smooth matte plastic-like, low roughness variation",6520,28991,3135,112,"{""style_label"":""stylised PBR"",""confidence"":0.82,""attributes"":[""soft-rounded edges"",""matte diffuse shading"",""bevelled chamfers"",""clean studio lighting"",""saturated flat colors""],""polycount_impression"":""medium"",""surface_finish"":""smooth matte plastic-like, low roughness variation""}"
A1_chest,kenney_survival-kit,low-poly flat-shaded,,256,2,1,claude-opus-5,low-poly flat-shaded,0.88,faceted geometry | flat shading | untextured solid color | terracotta palette | simple silhouette,low,"matte, flat diffuse, no texture detail",5429,25955,99,103,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.88,""attributes"":[""faceted geometry"",""flat shading"",""untextured solid color"",""terracotta palette"",""simple silhouette""],""polycount_impression"":""low"",""surface_finish"":""matte, flat diffuse, no texture detail""}"
C4_stall,FantasyProps_glTF_1k,painterly-texture,,768,2,1,claude-opus-5,stylised PBR,0.72,wood grain texture | warm brown palette | soft shading | clean silhouette | game-ready prop,medium,matte painted wood with subtle metal fittings,5577,26639,783,119,"{   ""style_label"": ""stylised PBR"",   ""confidence"": 0.72,   ""attributes"": [""wood grain texture"", ""warm brown palette"", ""soft shading"", ""clean silhouette"", ""game-ready prop""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""matte painted wood with subtle metal fittings"" }"
A1_chest,kenney_survival-kit,low-poly flat-shaded,,1568,2,1,claude-opus-5,low-poly flat-shaded,0.88,faceted geometry | flat shading | minimal detail | hard edges | solid color blocks,low,"matte, untextured, softly shaded facets",5291,28991,3135,99,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.88,""attributes"":[""faceted geometry"",""flat shading"",""minimal detail"",""hard edges"",""solid color blocks""],""polycount_impression"":""low"",""surface_finish"":""matte, untextured, softly shaded facets""}"
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,384,3,1,claude-opus-5,low-poly flat-shaded,0.86,faceted | flat-shaded | hard edges | limited palette | matte diffuse,low,"matte untextured flat facets, no specular",5425,26051,195,96,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.86,""attributes"":[""faceted"",""flat-shaded"",""hard edges"",""limited palette"",""matte diffuse""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat facets, no specular""}"
B3_cabinet,KayKit_Furniture_Bits,stylised PBR,toon-cel,1568,2,1,claude-opus-5,low-poly flat-shaded,0.88,faceted geometry | soft gradient shading | chunky proportions | flat color blocks | no texture detail,low,"matte, smooth, untextured with subtle gradients",6127,28991,3135,115,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.88, ""attributes"": [""faceted geometry"", ""soft gradient shading"", ""chunky proportions"", ""flat color blocks"", ""no texture detail""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, smooth, untextured with subtle gradients""}"
B2_armchair,KayKit_Furniture_Bits,stylised PBR,toon-cel,1092,2,1,claude-opus-5,stylised PBR,0.82,soft-rounded edges | matte pastel palette | clean studio lighting | chunky proportions | smooth subdivided forms,medium,"smooth matte fabric-like, subtle diffuse sheen",6250,27376,1520,123,"{""style_label"": ""stylised PBR"", ""confidence"": 0.82, ""attributes"": [""soft-rounded edges"", ""matte pastel palette"", ""clean studio lighting"", ""chunky proportions"", ""smooth subdivided forms""], ""polycount_impression"": ""medium"", ""surface_finish"": ""smooth matte fabric-like, subtle diffuse sheen""}"
C2_cauldron,FantasyProps_glTF_1k,painterly-texture,,1092,2,1,claude-opus-5,stylised PBR,0.72,faceted rim | soft matte metal | subtle worn edges | game-ready prop | neutral grey palette,low,"matte cast-iron, faint glossy wear highlights",6164,27376,1520,105,"{""style_label"":""stylised PBR"",""confidence"":0.72,""attributes"":[""faceted rim"",""soft matte metal"",""subtle worn edges"",""game-ready prop"",""neutral grey palette""],""polycount_impression"":""low"",""surface_finish"":""matte cast-iron, faint glossy wear highlights""}"
B2_armchair,KayKit_Furniture_Bits,stylised PBR,toon-cel,1568,2,1,claude-opus-5,stylised PBR,0.82,smooth-shaded | soft-rounded edges | matte diffuse | chamfered bevels | clean studio lighting,medium,"Matte, non-textured smooth plastic-like finish",5956,28991,3135,110,"{""style_label"":""stylised PBR"",""confidence"":0.82,""attributes"":[""smooth-shaded"",""soft-rounded edges"",""matte diffuse"",""chamfered bevels"",""clean studio lighting""],""polycount_impression"":""medium"",""surface_finish"":""Matte, non-textured smooth plastic-like finish""}"
C1_bookcase,FantasyProps_glTF_1k,painterly-texture,,2576,3,1,claude-opus-5,painterly-texture,0.82,hand-painted wood grain | warm brown palette | baked shading | stylised metal fittings | game-ready prop,low,matte hand-painted wood with soft metal accents,7776,30661,4805,124,"{   ""style_label"": ""painterly-texture"",   ""confidence"": 0.82,   ""attributes"": [""hand-painted wood grain"", ""warm brown palette"", ""baked shading"", ""stylised metal fittings"", ""game-ready prop""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte hand-painted wood with soft metal accents"" }"
A2_snowman,kenney_holidaykit,low-poly flat-shaded,,256,3,1,claude-opus-5,low-poly flat-shaded,0.94,faceted geometry | flat shading | hard facet edges | minimal detail | untextured solid colors,low,"matte flat-shaded facets, no texture detail",6640,25955,99,123,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.94,   ""attributes"": [""faceted geometry"", ""flat shading"", ""hard facet edges"", ""minimal detail"", ""untextured solid colors""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte flat-shaded facets, no texture detail"" }"
A1_chest,kenney_survival-kit,low-poly flat-shaded,,2576,2,1,claude-opus-5,low-poly flat-shaded,0.9,faceted geometry | flat matte shading | limited palette | hard edges | stylised game prop,low,"matte, untextured flat facets",5837,30661,4805,96,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.9,""attributes"":[""faceted geometry"",""flat matte shading"",""limited palette"",""hard edges"",""stylised game prop""],""polycount_impression"":""low"",""surface_finish"":""matte, untextured flat facets""}"
C2_cauldron,FantasyProps_glTF_1k,painterly-texture,,1092,3,1,claude-opus-5,stylised PBR,0.72,faceted silhouette | soft matte shading | subtle worn edges | muted greyscale palette | game-ready prop,low,"matte cast iron, faint chipped highlights",6195,27376,1520,113,"{""style_label"": ""stylised PBR"", ""confidence"": 0.72, ""attributes"": [""faceted silhouette"", ""soft matte shading"", ""subtle worn edges"", ""muted greyscale palette"", ""game-ready prop""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte cast iron, faint chipped highlights""}"
A2_snowman,kenney_holidaykit,low-poly flat-shaded,,2576,1,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat shading | visible polygon edges | simple palette | stylised proportions,low,"matte untextured flat facets, soft gradient",6762,30661,4805,121,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.93,   ""attributes"": [""faceted geometry"", ""flat shading"", ""visible polygon edges"", ""simple palette"", ""stylised proportions""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured flat facets, soft gradient"" }"
B4_crate,KayKit_Restaurant_Bits,stylised PBR,toon-cel,1568,1,1,claude-opus-5,low-poly flat-shaded,0.87,faceted gems | flat shading | hard edges | gradient wood | game-ready prop,low,matte untextured with simple vertex gradients,6495,28991,3135,106,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.87, ""attributes"": [""faceted gems"", ""flat shading"", ""hard edges"", ""gradient wood"", ""game-ready prop""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte untextured with simple vertex gradients""}"
B2_armchair,KayKit_Furniture_Bits,stylised PBR,toon-cel,1092,3,1,claude-opus-5,stylised PBR,0.82,soft rounded edges | matte diffuse surface | chunky proportions | warm saturated palette | clean studio lighting,medium,"smooth matte, subtle roughness, minimal specular",6894,27376,1520,110,"{""style_label"":""stylised PBR"",""confidence"":0.82,""attributes"":[""soft rounded edges"",""matte diffuse surface"",""chunky proportions"",""warm saturated palette"",""clean studio lighting""],""polycount_impression"":""medium"",""surface_finish"":""smooth matte, subtle roughness, minimal specular""}"
A5_cart,Modular Village,low-poly flat-shaded,,256,1,1,claude-opus-5,low-poly flat-shaded,0.78,monochrome beige | flat matte shading | faceted geometry | untextured clay | neutral studio light,medium,"matte untextured clay, no specular highlights",5962,25955,99,123,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.78,   ""attributes"": [""monochrome beige"", ""flat matte shading"", ""faceted geometry"", ""untextured clay"", ""neutral studio light""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""matte untextured clay, no specular highlights"" }"
A5_cart,Modular Village,low-poly flat-shaded,,512,2,1,claude-opus-5,low-poly flat-shaded,0.92,faceted planes | flat shading | muted beige palette | untextured solids | isometric render,low,"matte untextured flat-shaded facets, no specular",5457,26216,360,120,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.92,   ""attributes"": [""faceted planes"", ""flat shading"", ""muted beige palette"", ""untextured solids"", ""isometric render""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured flat-shaded facets, no specular"" }"
B4_crate,KayKit_Restaurant_Bits,stylised PBR,toon-cel,1092,1,1,claude-opus-5,low-poly flat-shaded,0.88,faceted geometry | flat gradient fills | untextured surfaces | hard polygon edges | stylised game prop,low,"matte flat-shaded, no texture detail",7250,27376,1520,107,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.88,""attributes"":[""faceted geometry"",""flat gradient fills"",""untextured surfaces"",""hard polygon edges"",""stylised game prop""],""polycount_impression"":""low"",""surface_finish"":""matte flat-shaded, no texture detail""}"
B3_cabinet,KayKit_Furniture_Bits,stylised PBR,toon-cel,384,1,1,claude-opus-5,stylised PBR,0.72,soft gradients | rounded bevels | warm palette | matte diffuse | chunky props,medium,"smooth matte, soft shading, minimal specular",5827,26051,195,117,"{   ""style_label"": ""stylised PBR"",   ""confidence"": 0.72,   ""attributes"": [""soft gradients"", ""rounded bevels"", ""warm palette"", ""matte diffuse"", ""chunky props""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""smooth matte, soft shading, minimal specular"" }"
A3_birch,Ultimate_Nature_Pack_by_Quaternius,low-poly flat-shaded,,2576,3,1,claude-opus-5,low-poly flat-shaded,0.94,faceted planes | flat shading | hard edges | limited palette | stylised foliage,low,matte untextured flat facets,6936,30661,4805,92,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.94,""attributes"":[""faceted planes"",""flat shading"",""hard edges"",""limited palette"",""stylised foliage""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat facets""}"
A2_snowman,kenney_holidaykit,low-poly flat-shaded,,192,1,1,claude-opus-5,low-poly flat-shaded,0.82,faceted geometry | matte surfaces | soft studio lighting | minimal detail | clean silhouette,low,"matte untextured flat shading, no gloss",5931,25904,48,104,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.82,""attributes"":[""faceted geometry"",""matte surfaces"",""soft studio lighting"",""minimal detail"",""clean silhouette""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat shading, no gloss""}"
A4_hammerhead,ocean,low-poly flat-shaded,,768,3,1,claude-opus-5,low-poly flat-shaded,0.95,faceted | flat-shaded | untextured | monochrome blue-grey | angular silhouette,low,"matte flat facets, no texture or specular",5487,26639,783,108,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.95, ""attributes"": [""faceted"", ""flat-shaded"", ""untextured"", ""monochrome blue-grey"", ""angular silhouette""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte flat facets, no texture or specular""}"
C5_tent,nature_kit,painterly-texture,,2576,3,1,claude-opus-5,low-poly flat-shaded,0.82,flat matte surfaces | faceted silhouette | minimal texture detail | game-ready prop | simple color blocks,low,matte non-reflective flat diffuse shading,7232,30661,4805,109,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.82,""attributes"":[""flat matte surfaces"",""faceted silhouette"",""minimal texture detail"",""game-ready prop"",""simple color blocks""],""polycount_impression"":""low"",""surface_finish"":""matte non-reflective flat diffuse shading""}"
C4_stall,FantasyProps_glTF_1k,painterly-texture,,1568,1,1,claude-opus-5,stylised PBR,0.72,hand-painted wood grain | warm brown palette | soft cloth canopy | clean game-ready prop | matte diffuse shading,medium,"matte painted wood, soft fabric, dull metal",7357,28991,3135,132,"{   ""style_label"": ""stylised PBR"",   ""confidence"": 0.72,   ""attributes"": [""hand-painted wood grain"", ""warm brown palette"", ""soft cloth canopy"", ""clean game-ready prop"", ""matte diffuse shading""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""matte painted wood, soft fabric, dull metal"" }"
C5_tent,nature_kit,painterly-texture,,256,1,1,claude-opus-5,low-poly flat-shaded,0.78,faceted planes | matte diffuse | untextured solid color | sparse geometry | simple tent silhouette,low,"flat matte, no specular or texture detail",5681,25955,99,104,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.78,""attributes"":[""faceted planes"",""matte diffuse"",""untextured solid color"",""sparse geometry"",""simple tent silhouette""],""polycount_impression"":""low"",""surface_finish"":""flat matte, no specular or texture detail""}"
A5_cart,Modular Village,low-poly flat-shaded,,2576,2,1,claude-opus-5,low-poly flat-shaded,0.94,faceted geometry | flat shading | muted beige palette | minimal texture | soft ambient occlusion,low,matte untextured flat facets,6034,30661,4805,99,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.94,""attributes"":[""faceted geometry"",""flat shading"",""muted beige palette"",""minimal texture"",""soft ambient occlusion""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat facets""}"
C1_bookcase,FantasyProps_glTF_1k,painterly-texture,,768,1,1,claude-opus-5,painterly-texture,0.79,hand-painted wood grain | brushed diffuse texture | warm brown palette | flat lighting | game-ready prop,low,matte hand-painted wood with muted metal fittings,5222,26639,783,127,"{   ""style_label"": ""painterly-texture"",   ""confidence"": 0.79,   ""attributes"": [""hand-painted wood grain"", ""brushed diffuse texture"", ""warm brown palette"", ""flat lighting"", ""game-ready prop""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte hand-painted wood with muted metal fittings"" }"
